ID,SMILES,Monoisotopic_Mass,InChI_Key
C05127,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)CCCC[C@]4(C)[C@H]3CC[C@@]21C,404.365430776,HKHHYUSFWJROEJ-MYMLUCEJSA-N
C05130,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,420.36034539599996,YMMFNKXZULYSOQ-RUXQDQFYSA-N
C05131,C/C(=C\COP(=O)(O)OP(=O)(O)O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,456.240576944,ITPLBNCCPZSWEU-PYDDKJGSSA-N
C05133,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,540.46950192,BIWLELKAFXRPDE-WTXAYMOSSA-N
C05135,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,538.453851856,ATCICVFRSJQYDV-XILUKMICSA-N
C05136,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,536.438201792,OAIJSZIZWZSQBC-GYZMGTAESA-N
C05138,CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,536.438201792,ANVAOWXLWRTKGA-JLTXGRSLSA-N
C05139,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,538.453851856,MICBIPJWKDDGNL-FILYMEKXSA-N
C05140,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,536.438201792,HRQKOYFGHJYEFS-BXOLYSJBSA-N
C05141,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,384.33921602799995,CGSJXLIKVBJVRY-XTGBIJOFSA-N
C05143,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,384.339216028,PKEPPDGGTSZLBL-FZAJRYLSSA-N
C05144,C=C(/C=C/[C@@H](C)C1CCC2C3=CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C)C(C)C,394.323565964,SQFQJKZSFOZDJY-UDHQOCSDSA-N
C05145,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,396.339216028,MECHNRXZTMCUDQ-RKHKHRCZSA-N
C05146,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,412.370516156,HCXVJBMSMIARIN-PHZDYDNGSA-N
C05147,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,384.339216028,QYSXJUFSXHHAJI-YRZJJWOYSA-N
C05148,CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,420.36034539599996,OQIJRBFRXGIHMI-UGMUFZQESA-N
C05149,CC(C=O)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,418.34469533199996,YWGOKHMOJTZGBN-UGMUFZQESA-N
C05150,CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,436.35526001599993,XJZGNVBLVFOSKJ-XZULNKEGSA-N
C05151,C/C(=C\CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,1181.4286041659998,SEBZZAWTQNNGPK-RDYMGNODSA-N
C05155,C[C@H](CC[C@@H](O)[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,1199.4391688499998,SZBMUAIJWNJARR-UIZKVWQNSA-N
C05156,CC(C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,1197.4235187859997,QWTJBRPOHKIMDT-MVFHLHSISA-N
C05157,CC(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,1215.4340834699997,PXHZOQNODUPJKC-YZBUYOTGSA-N
C05158,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C[C@H]1C[C@H]3O,402.3497807119999,HWOOALPDOJHOPO-YREUSXKVSA-N
C05159,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,404.3654307759999,APYVEUGLZHAHDJ-TVRYRFOISA-N
C05161,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CCC(=O)C[C@H]1C[C@H]3O,418.34469533199996,HHVQPBXBALLUDF-QORHGLQKSA-N
C05163,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,420.36034539599996,RIVQQZVHIVNQFH-XJZYBRFWSA-N
C05165,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C=C1C[C@H]3O,400.3341306479999,IOIZWEJGGCZDOL-RQDYSCIWSA-N
C05167,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CCC(=O)C[C@@H]1C[C@H]3O,418.34469533199996,HHVQPBXBALLUDF-FJRVRIDVSA-N
C05172,C/C(=C\CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,1197.4235187859997,QVDPWQVOSKJUES-JMOYVIBVSA-N
C05174,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,499.29675915999997,AWDRATDZQPNJFN-JCAYPLLTSA-N
C05175,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,449.31412347599996,WVULKSPCQVQLCU-BUXLTGKBSA-N
C05176,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,499.29675915999997,BHTRKEVKTKCXOH-BJLOMENOSA-N
C05177,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,449.31412347599996,GHCZAUBVMUEKKP-GYPHWSFCSA-N
C05178,CC(C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,1213.4184334059996,AWLXQJGPNLCTLM-YFXOTMPNSA-N
C05179,CC(CCCC(CO)COS(=O)(=O)O)C1CCC2C3C(C[C@H](O)C12C)C1(C)CC[C@@H](O)CC1C[C@H]3O,532.3069894959999,KAOLEMQCYWHOJQ-YCCSZJEMSA-N
C05183,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,362.2093240599999,YCLWEYIBFOLMEM-FNLRALKVSA-N
C05189,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,364.2249741239999,SYGWGHVTLUBCEM-ZIZPXRJBSA-N
C05190,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,364.2249741239999,ACSFOIGNUQUIGE-AIPUTVCKSA-N
C05191,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,366.2406241879999,AODPIQQILQLWGS-GXBDJPPSSA-N
C05193,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,362.20932406,IIBOWSHDTFRYKU-HLQMJBJHSA-N
C05194,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,364.22497412399997,YWTDWORQGPLRLL-RXKIGOLRSA-N
C05195,C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,348.23005950399994,CTTOFMJLOGMZRN-BBWLNIHDSA-N
C05196,C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,350.24570956799994,RHQQHZQUAMFINJ-DTDWNVJFSA-N
C05197,C[C@]12CC(=O)[C@H]3[C@@H](CCC4CC(=O)CC[C@@]43C)[C@@H]1CCC2C(=O)CO,346.21440943999994,ZDUVZJUTJOBJHS-CRQIWHQQSA-N
C05198,CC12CC(=O)C3C(CCC4C[C@H](O)CCC43C)C1CCC2C(=O)CO,348.23005950399994,XWYBFXIUISNTQG-LWBRKPSMSA-N
C05199,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,316.240230264,XMRPGKVKISIQBV-XWOJZHJZSA-N
C05200,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.255880328,AURFZBICLPNKBZ-YZRLXODZSA-N
C05201,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@@H](O)CO,366.2406241879999,JXCOSKURGJMQSG-AZQJGLEESA-N
C05202,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@@H](O)CO,368.2562742519999,FFPUNPBUZDTHJI-XPOJVAQCSA-N
C05203,C[C@]12CC(=O)[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2[C@@H](O)CO,350.24570956799994,NGYONPIMXAHRCT-ZRQOLJPNSA-N
C05204,C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,320.271530392,YWYQTGBBEZQBGO-BERLURQNSA-N
C05205,C[C@]12CC[C@H]3[C@@H](CC=C4CC(O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,332.23514488399996,MOIQRAOBRXUWGN-JIUSCHCVSA-N
C05206,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,348.23005950399994,JNHJGXQUDOYJAK-IYRCEVNGSA-N
C05207,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,346.21440943999994,WHBHBVVOGNECLV-OBQKJFGGSA-N
C05208,C[C@]12C[C@H](O)[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,364.2249741239999,HAFVWTUQBYRPOB-HCMGWXKDSA-N
C05209,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C(C(=O)CO)CCC12,344.19875937599994,FUFLCEKSBBHCMO-UHFFFAOYSA-N
C05210,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,346.21440943999994,LCZBQMKVFQNSJR-UJPCIWJBSA-N
C05212,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,330.21949481999997,BFZHCUBIASXHPK-ATWVFEABSA-N
C05217,CC(C)CCC[C@](C)(O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,418.34469533199996,PRZXKPDANWDCNC-LUWBJXLVSA-N
C05218,CC(C)CCC[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,402.349780712,MCKLJFJEQRYRQT-APGJSSKUSA-N
C05220,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,418.34469533199996,ISBSSBGEYIBVTO-TYKWNDPBSA-N
C05223,CC(C)CC[C@@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,402.349780712,RZPAXNJLEKLXNO-GFKLAVDKSA-N
C05226,C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,448.20971798399995,MUOHJTRCBBDUOW-QXYWQCSFSA-N
C05227,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]2O,464.2046326039998,FQYGGFDZJFIDPU-JRSYHJKYSA-N
C05229,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,252.085854864,VGONTNSXDCQUGY-RRKCRQDMSA-N
C05230,O=c1[nH]c2c(=O)[nH]c(=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,300.07059872400004,MFGPUMDDJCTHOI-UMMCILCDSA-N
C05231,NC(=O)Nc1[nH]cnc1C(=O)O,170.043990052,PQSKWIHIUOGLHX-UHFFFAOYSA-N
C05232,Nc1[nH]cnc1C(=O)O,127.0381764,PWCLNQLPYQVWAB-UHFFFAOYSA-N
C05234,C[C@H](O)[C@H](N)C(=O)O,119.058243148,AYFVYJQAPQTCCC-HRFVKAFMSA-N
C05235,NC(C(=O)O)C(=O)CCC(=O)O,175.048072388,HXWZRYKURKEOSO-UHFFFAOYSA-N
C05239,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)O,426.0879056639999,BNRXZEPOHPEEAS-FXQIFTODSA-N
C05243,O=C(O)C(=O)CS(=O)O,151.97794422799998,JXYLQEMXCAAMOL-UHFFFAOYSA-N
C05247,O=C(O)C(=O)CS(=O)(=O)O,167.972858848,BUTHMSUEBYPMKJ-UHFFFAOYSA-N
C05250,O=S(=O)(O)S,113.94453592400001,DHCDFWKWKRSZHF-UHFFFAOYSA-N
C05252,O=C(O)CCC(C(=O)O)C(=O)C(=O)O,204.02700259600002,PYOHERBGXSPHQI-UHFFFAOYSA-N
C05253,*SC(=O)CCC[C@H](N)C(=O)O,,
C05258,O=C(O)CCC(=O)NC(CCCC(=O)C(=O)O)C(=O)O,289.07976644,SDVXSCSNVVZWDD-UHFFFAOYSA-N
C05259,CC(=O)N[C@@H](CCCC(=O)C(=O)O)C(=O)O,231.074287136,RVHKMLVNOXVQRH-LURJTMIESA-N
C05260,*NC(=O)[C@H](CCCCNC)NC(*)=O,,
C05261,*NC(=O)[C@H](CCCCN(C)C)NC(*)=O,,
C05262,*NC(=O)[C@H](CCCC[N+](C)(C)C)NC(*)=O,,
C05263,CC(=O)NCCCCC(=O)C(=O)O,187.084457896,NGCXIFFZXAZRAF-UHFFFAOYSA-N
C05264,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.09872805599997,JGSARLDLIJGVTE-MBNYWOFBSA-N
C05265,N[C@@H](CCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)NC21)C(=O)O,372.1831263759999,BAQMYDQNMFBZNA-ATWGWHJKSA-N
C05266,CC(=O)N(O)CCCC[C@H](NC(=O)CC(O)(CC(=O)N[C@@H](CCCCN(O)C(C)=O)C(=O)O)C(=O)O)C(=O)O,564.2278872119998,KDHHWXGBNUCREU-HOTGVXAUSA-N
C05267,CC(C)[C@@H](NC(=O)C(CS)NC(=O)CCC[C@H](N)C(=O)O)C(=O)O,363.1464065199999,BYEIJZFKOAXBBV-PGIIIRCOSA-N
C05268,CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O,359.115106392,MIFYHUACUWQUKT-GTQWGBSQSA-N
C05269,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,490.1213275659999,POJWEBKSMOTPNS-SBZSCLMQSA-N
C05270,OCc1cnc[nH]1,98.048012812,QDYTUZCWBJRHKK-UHFFFAOYSA-N
C05271,O=C(O)CCC1NC(=O)NC1=O,172.048406736,VWFWNXQAMGDPGG-UHFFFAOYSA-N
C05272,O=C(O)C(O)Cc1cnc[nH]1,156.053492116,ACZFBYCNAVEFLC-UHFFFAOYSA-N
C05273,C[N+](C)(C)[C@@H](Cc1c[nH]c(S)n1)C(=O)O,230.09577417209,SSISHJJTAXXQAX-ZETCQYMHSA-O
C05274,O=C(O)/C=C/c1c[nH]c(=S)[nH]1,170.014998432,ZBKFFCZXHBPGFK-OWOJBTEDSA-N
C05275,NC(=O)C(=O)CCC(=O)O,145.037507704,UGKYJAWJZICPEX-UHFFFAOYSA-N
C05276,NC(CC(=O)O)CC(=O)O,147.053157768,BBJIPMIXTXKYLZ-UHFFFAOYSA-N
C05278,C[N+](C)(C)[C@@H](Cc1c[nH]cn1)C(=O)O,198.12370317209,GPPYTCRVKHULJH-QMMMGPOBSA-O
C05279,OCC(O)c1ccc(O)c(O)c1,170.0579088,MTVWFVDWRVYDOR-UHFFFAOYSA-N
C05280,O=CC(O)c1ccc(O)c(O)c1,168.042258736,YUGMCLJIWGEKCK-UHFFFAOYSA-N
C05281,Oc1cc2cc[nH]c2cc1O,149.047678464,SGNZYJXNUURYCH-UHFFFAOYSA-N
C05282,O=C1C=c2cc[nH]c2=CC1=O,147.0320284,IGGVVGHJSQSLFO-UHFFFAOYSA-N
C05283,O=C(O)C(O)c1ccc(O)c(O)c1,184.03717335599998,RGHMISIYKIHAJW-UHFFFAOYSA-N
C05284,COc1cc(CC=O)ccc1O,166.06299418,GOQGGGANVKPMNH-UHFFFAOYSA-N
C05285,COc1cc(CC(=O)O)ccc1O,182.0579088,QRMZSPFSDQBLIX-UHFFFAOYSA-N
C05290,COc1cc(C(O)C=O)ccc1O,182.0579088,VISAJVAPYPFKCL-UHFFFAOYSA-N
C05291,COc1cc(C(O)C(=O)O)ccc1O,198.05282342,CGQCWMIAEPEHNQ-UHFFFAOYSA-N
C05293,O=Cc1cc(O)ccc1O,138.031694052,CLFRCXCBWIQVRN-UHFFFAOYSA-N
C05294,COc1cc(CCN)ccc1O,167.094628656,DIVQKHQLANKJQO-UHFFFAOYSA-N
C05295,CNC[C@H](O)c1ccc(O)c(OC)c1,197.10519334,JWJCTZKFYGDABJ-VIFPVBQESA-N
C05296,COc1cc([C@@H](O)CN)ccc1O,183.089543276,YNYAYWLBAHXHLL-QMMMGPOBSA-N
C05297,I,127.912298032,XMBWDFGMSWQBCA-UHFFFAOYSA-N
C05298,O=C(O)/C=C/C(=C/C(=O)O)CC(=O)O,200.032087976,YISIGATXJQLDCC-WFTYEQLWSA-N
C05299,O=C(O)Cc1cccc(O)c1,152.047344116,FVMDYYGIDFPZAX-UHFFFAOYSA-N
C05300,COc1cc(C(O)CO)ccc1O,184.073558864,FBWPWWWZWKPJFL-UHFFFAOYSA-N
C05301,O=C(O)CCC(NC(=O)Cc1ccc(O)cc1)C(=O)O,281.0899372,CYRKYXZJUIBBJX-UHFFFAOYSA-N
C05302,O=C(O)CNC(=O)Cc1ccc(O)cc1,209.068807832,CPPDWYIPKSSNNM-UHFFFAOYSA-N
C05305,O=C(O)CNC(=O)Cc1ccccc1,193.073893212,UTYVDVLMYQPLQB-UHFFFAOYSA-N
C05306,O=C(O)C/C=C/C=C(\O)C(=O)O,172.037173356,ZBCBETMBSDTINL-WFTYEQLWSA-N
C05307,O=C(O)CCC(O)CC(=O)C(=O)O,190.04773804,HNOAJOYERZTSNK-UHFFFAOYSA-N
C05308,O=C(O)[C@@H]1Cc2cc(O)c(O)cc2N1,195.053157768,JDWYRSDDJVCWPB-LURJTMIESA-N
C05309,O=C(O)[C@H](O)Cc1ccccc1,166.06299417999998,VOXXWSYKYCBWHO-MRVPVSSYSA-N
C05312,O=C/C=C/c1ccc(O)cc1,148.052429496,CJXMVKYNVIGQBS-OWOJBTEDSA-N
C05313,COc1cc(/C=C/C=O)cc(OC)c1O,208.073558864,CDICDSOGTRCHMG-ONEGZZNKSA-N
C05314,O=COCc1ccccc1,136.052429496,UYWQUFXKFGHYNT-UHFFFAOYSA-N
C05315,COc1cc(C(=O)O)cc(O)c1O,184.037173356,KWCCUYSXAYTNKA-UHFFFAOYSA-N
C05316,Oc1cccc(Cl)c1O,143.99780708,GQKDZDYQXPOXEM-UHFFFAOYSA-N
C05317,COc1cc(/C=C/C(=O)O)cc(O)c1O,210.05282342,YFXWTVLDSKSYLW-NSCUHMNNSA-N
C05318,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,207.089543276,CBQJSKKFNMDLON-SNVBAGLBSA-N
C05319,O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O,650.1482995,JNAHTYWPEQLJRT-CQRLEKJLSA-N
C05320,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,464.09547607999986,OVSQVDMCBVZWGM-QSOFNFLRSA-N
C05321,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,610.15338488,IKGXIBQEEMLURG-NVPNHPEKSA-N
C05322,C=Cc1ccc(O)cc1,120.057514876,FUGYGGDSWSUORM-UHFFFAOYSA-N
C05324,O=C(O)CCc1ccccc1,150.06807956,XMIIGOLPHOKFCH-UHFFFAOYSA-N
C05325,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,288.063388104,SBHXYTNGIZCORC-ZDUSSCGKSA-N
C05326,O=CCc1c[nH]c2ccc(O)cc12,175.063328528,OBFAPCIUSYHFIE-UHFFFAOYSA-N
C05328,O=C(O)Cc1c[nH]c2ccc(O)cc12,191.058243148,DUUGKQCEGZLZNO-UHFFFAOYSA-N
C05329,NCCC(=O)c1cccc(O)c1N,180.089877624,ODOPEICAGBYCFH-UHFFFAOYSA-N
C05330,Oc1ccnc2c(O)cccc12,161.047678464,PYELIMVFIITPER-UHFFFAOYSA-N
C05332,NCCC(=O)c1cc(O)ccc1N,180.089877624,JANBBPTXDKFOQR-UHFFFAOYSA-N
C05334,Oc1ccc2nccc(O)c2c1,161.047678464,XFALURCRIGINGT-UHFFFAOYSA-N
C05335,Nc1c(C(=O)O)c2nc3c(C(=O)O)cccc3oc-2cc1=O,300.03823597599995,FSBKJYLVDRVPTK-UHFFFAOYSA-N
C05336,O=C(O)C(=O)/C=C\c1c(O)cc(C(=O)O)[nH]c1=O,253.022251564,ATWKTZAAIUROID-UPHRSURJSA-N
C05337,COc1ccc(NC=O)c(C(=O)CCNC(C)=O)c1,264.111006992,JYWNYMJKURVPFH-UHFFFAOYSA-N
C05338,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,248.116092372,OMYMRCXOJJZYKE-UHFFFAOYSA-N
C05339,CC(C(=O)C(=O)O)c1c[nH]c2ccccc12,217.073893212,VSANSNPZLCXLRK-UHFFFAOYSA-N
C05340,Nc1c(O)cccc1C(=O)CC(=O)C(=O)O,223.048072388,YCJNYHCCOXVYAF-UHFFFAOYSA-N
C05341,O=C(O)C(=O)Cc1c[nH]c2ccc(O)cc12,219.053157768,HKNXPMPZYQXTDD-UHFFFAOYSA-N
C05342,NCCC(=O)c1cc(O)ccc1NC=O,208.084792244,CKAXPTWYSHDIBN-UHFFFAOYSA-N
C05343,N[C@@H](CC(=O)c1cc(O)ccc1NC=O)C(=O)O,252.074621484,LSTOUSIIVKMJBU-QMMMGPOBSA-N
